FAMILIA;VHLO;CONDUCTOR;FAMILIA AVERIA;DEFICIENCIAS DETECTADAS;DESCRIPCIÓN AVERIA;FOTO;FECHA AVISO;FECHA DISTINTA AVISO;TURNO;Nº AVISO;AVISO CREADO SI / NO;ORIGEN AVISO;TIPO ORDEN
Motocarros eléctricos;1820;3090868;MOTOR;TESTIGO EN CUADRO;1820 TESTIGO LLAVE ENCENDIDO;NO;13/01/2026;;M;6000823987;SI;P. PRINCIPES;
Motocarros;827;3090868;MOTOR;PERDIDA ACEITE MOTOR;827 MOTOR PIERDE ACEITE;NO;13/01/2026;;M;6000823988;SI;P. PRINCIPES;
Barr. medianas aspiración SIN pértiga;1534;3090868;MOTOR;LIMITADO DE VELOCIDAD;1534 MAQUINA LIMITADA;NO;13/01/2026;;M;6000823989;SI;P. PRINCIPES;
Barr. medianas aspiración SIN pértiga;557;3090868;CARROCERIA;GOLPE / ROTURA / SINIESTRO;557 CUANDO LLUEVE LE ENTRA AGUA;NO;13/01/2026;;M;6000823990;SI;P. PRINCIPES;
Brigadas Cabina Simple;402;3090868;LUCES;FOCO TRABAJO ;402 GALIBO LUZ FOCO NO FUNCIONA;NO;13/01/2026;;M;6000823994;SI;P. PRINCIPES;
Brigadas Cabina Simple;402;3090868;LUCES;PILOTO;402 PILOTO TRASERO DER FUNDIDO;NO;13/01/2026;;M;6000823995;SI;P. PRINCIPES;
Barr. medianas aspiración SIN pértiga;553;3090868;CABINA;RADIO;553 RADIO NO SE OYE;NO;13/01/2026;;M;6000823996;SI;P. PRINCIPES;
Brigadas Cabina Simple;1410;3090868;CARROCERIA;GOLPE / ROTURA / SINIESTRO;1410 GOLPE BARRA LATERAL DERECHO;NO;13/01/2026;;M;6000823997;SI;P. PRINCIPES;
Barr. medianas aspiración SIN pértiga;1551;3090868;CABINA;MONITOR / PANTALLA;1551 PANTALLA CAMARA DE ATRAS ROTA;NO;13/01/2026;;M;6000823998;SI;P. PRINCIPES;
Barr. medianas aspiración SIN pértiga;1553;3090868;CABINA;MONITOR / PANTALLA;1553 CAMARA VISUALIZACION NO SEÑAL;NO;13/01/2026;;M;6000823999;SI;P. PRINCIPES;
Brigadas Cabina Simple;403;3090868;CARROCERIA;GOLPE / ROTURA / SINIESTRO;403 FALTA REJA LATERAL TRASE DERC;NO;13/01/2026;;M;6000824001;SI;P. PRINCIPES;
Baldeadoras alta presión;1649;3090868;LUCES;LUZ CABINA;1649 LUZ CABINA NO FUNCIONA;NO;13/01/2026;;M;6000824003;SI;P. PRINCIPES;
Barr. medianas aspiración SIN pértiga;553;3090868;MOTOR;TESTIGO FALLO MOTOR;553 LUZ AVERIA MOTOR ENCENDIDA;NO;13/01/2026;;M;6000824015;SI;P. PRINCIPES;
Baldeadoras alta presión;1649;3090868;SISTEMA;BOMBA AGUA BALDEO;1649 SE PARA LA TOMA DE FUERZA;NO;13/01/2026;;M;6000824018;SI;P. PRINCIPES;
Baldeadoras alta presión;1653;3083300;SISTEMA;CARRETE / PERTIGA / PISTOLA;1653-PP.LANZA ROTA;NO;13/01/2026;;M;6000824033;SI;P. PRINCIPES;
Barredoras pequeñas aspiración;1597;3090868;SISTEMA;BOCA ASPIRACIÓN;1597 BOCA FUERZA ASPIRACION NO VA;NO;13/01/2026;;M;6000824045;SI;P. PRINCIPES;
Brigadas Cabina Simple;463;3090868;LUCES;PILOTO;463 LUCES TRASERAS PILOTOS PEQU. ROTOS;NO;13/01/2026;;M;6000824055;SI;P. PRINCIPES;
Barredoras pequeñas aspiración;1588;3090868;HIDRAULICA;PERDIDA DE HIDRÁULICO;1588 CEPILLO PIERDE HIDRAULICO;NO;13/01/2026;;M;6000824082;SI;P. PRINCIPES;
Barredoras pequeñas aspiración;585;BANDERAJM;SISTEMA;CEPILLO;PSP-585 CAMBIAR CEPILLOS;;13/01/2026;;M;6000824080;SI;P. SAN PABLO;L06
Barredoras pequeñas aspiración;585;BANDERAJM;SISTEMA;CEPILLO;PSP-585 CABLE DEL TENSOR DEL CEPILLO;;13/01/2026;;M;6000824084;SI;P. SAN PABLO;L06
Barr. medianas aspiración CON pértiga;540;PALACIOSI;SISTEMA;CARRETE / PERTIGA / PISTOLA;PSP-540 FUGA AGUA POR BOQUILLA PISTOLA;;13/01/2026;;M;6000824030;SI;P. SAN PABLO;L05
Baldeadoras alta presión;1656;BANDERAJM;SISTEMA;CARRETE / PERTIGA / PISTOLA;PSP-1656 CAMBIAR MANGUERA;;13/01/2026;;M;6000823986;SI;P. SAN PABLO;L06
Brigadas Cabina Simple;1425;PALACIOSI;SISTEMA;NO DESCARGA / NO BASCULA;PSP-1425 NO BASCULA;;13/01/2026;;M;6000824023;SI;P. ESTE;L06
Barredoras pequeñas aspiración;597;BANDERAJM;HIDRAULICA;PERDIDA DE HIDRÁULICO;597.TN-PERDIDA HIDRAULICO;;13/01/2026;;M;6000823936;SI;P. ESTE;L06
Barredoras pequeñas aspiración;597;DELAFUENTEFJ;LUCES;FALLO VARIAS LUCES;597.TN-FALLO LUCES;;13/01/2026;;M;6000823935;SI;P. ESTE;L06
Motocarros;1859;PALACIOSI;RUEDAS ;NEUMÁTICO PINCHADO / BAJO ;1859. RUEDA PINCHADA;;13/01/2026;;M;6000824106;SI;P. ESTE;L05
Hidrolimpiadores;1716;BANDERAJM;SISTEMA;CIRCUITO AGUA;1716-P.E-EQUIPO NO FUNCIONA;;13/01/2026;;M;6000824053;SI;P. ESTE;L06
Baldeadoras alta presión;1642;BANDERAJM;RUEDAS ;NEUMÁTICO PINCHADO / BAJO ;1642-P.E RUEDAS TRASERAS;;13/01/2026;;M;6000824043;SI;P. ESTE;L06
Barredoras pequeñas aspiración;1592;DELAFUENTEFJ;MOTOR;NO ARRANCA;1592.TN-NO ARRANCA;;13/01/2026;;M;6000823944;SI;P. ESTE;L06
Barr. medianas aspiración SIN pértiga;1564;PALACIOSI;SISTEMA;CEPILLO;1564-P.E CAMBIAR CEPILLOS;;13/01/2026;;M;6000823993;SI;P. ESTE;L06
Barr. medianas aspiración SIN pértiga;1561;DELAFUENTEFJ;SISTEMA;TAILGATE / PORTÓN;1561.TN-PORTON NO CIERRA;;13/01/2026;;M;6000823943;SI;P. ESTE;L06
Barr. medianas aspiración SIN pértiga;1561;BANDERAJM;LUCES;PILOTO;1561-P.S PILOTO MATRICULA  NO FUNCIONA;;13/01/2026;;M;6000823992;SI;P. SUR;L06
Barr. medianas aspiración SIN pértiga;1538;DELAFUENTEFJ;CABINA;ASIENTO;1538.TN-NO REGULA ASIENTO;;13/01/2026;;M;6000823942;SI;P. ESTE;L06
Barredoras medianas arrastre;1521;PALACIOSI;CARROCERIA;GOLPE / ROTURA / SINIESTRO;1521 PE MATRICULA DOBLADA;;13/01/2026;;M;6000824005;SI;P. ESTE;L06
Barredoras medianas arrastre;1521;PALACIOSI;SISTEMA;CEPILLO;1521 PE CEPILLO CENTRAL GASTADO;;13/01/2026;;M;6000824006;SI;P. ESTE;L06
Brigadas Cabina Simple;1400;PALACIOSI;MOTOR;NIVEL REFRIGERANTE;1400. REFRIGERANTE BAJO;;13/01/2026;;M;6000824092;SI;P. ESTE;L06
Turismos Supervisión Inspeccion;1014;3080605;CARROCERIA;TAPA;1014 PE TAPA DEPOSITO ROTA;;13/01/2026;;M;6000824012;SI;P. ESTE;
Turismos Supervisión Inspeccion;1014;3080605;LUCES;FRENO;1014 PE LUZ FRENO TRASERA DCH FUNDIDA;;13/01/2026;;M;6000824011;SI;P. ESTE;
;585;RAFAEL OJEDA;SISTEMA;CEPILLO;CABLE TENSOR CEPILLOS ROTO;;12/01/2026;13/01/2026;M;6000824084;SI;P. SAN PABLO;
;1548;DORADO;SISTEMA;CEPILLO;GIRO CEPILLOS NO FUNCIONA;;12/01/2026;;M;;NO;P. SAN PABLO;
;1548;DORADO;SISTEMA;TURBINA ASPIRACIÓN;AUMENTO POTENCIA TURBINA NO FUNCIONA;;12/01/2026;16/01/2026;M;6000824682;SI;P. SAN PABLO;
;979;ZAPATA;SISTEMA;CARRETE / PERTIGA / PISTOLA;PISTOLA NO FUNCIONA;;12/01/2026;;T;6000823890;SI;P. TORNEO;
;547;J.E. MECANICO;SISTEMA;CARRETE / PERTIGA / PISTOLA;FUGA AGUA PISTOLA;;12/01/2026;;N;6000823743;SI;P. TORNEO;
;547;J.E. MECANICO;CARROCERIA;BRISAGRA / PESTILLO;PUERTA REGISTRO NO CIERRA;;12/01/2026;;N;6000823744;SI;P. TORNEO;
;551;J.E. MECANICO;LUCES;FOCO TRABAJO ;FOCO DERECHO FUNDIDO;;12/01/2026;;N;6000823745;SI;P. TORNEO;
;571;J.E. MECANICO;RUEDAS ;NEUMÁTICO PINCHADO / BAJO ;RUEDA GEMELA PINCHADA;;12/01/2026;;N;6000823746;SI;P. TORNEO;
;976;J.E. MECANICO;SISTEMA;CIRCUITO AGUA;SIN PRESION;;12/01/2026;;N;6000823750;SI;P. TORNEO;
;1562;J.E. MECANICO;SISTEMA;CEPILLO;CEPILLOS CORTOS;;12/01/2026;;N;6000823755;SI;P. TORNEO;
;1562;J.E. MECANICO;SISTEMA;HUMECTACIÓN;FALLO HUMECTACION;;12/01/2026;;N;6000823756;SI;P. TORNEO;
;1562;J.E. MECANICO;SISTEMA;HUMECTACIÓN;PIERDE AGUA;;12/01/2026;;N;6000823757;SI;P. TORNEO;
;542;CORDOBA ;SISTEMA;BOCA ASPIRACIÓN;LUZ DE BOCA D ASPIRACION NO FUNCIONA ;;12/01/2026;;N;;NO;P. TORNEO;
;1657;J.E. MECANICO;SISTEMA;CIRCUITO AGUA;PIERDE AGUA;;12/01/2026;;N;6000823759;SI;P. TORNEO;
BARREDORA MEDIANA;561;90093;CABINA;ESPEJO / RETROVISOR;RETROVISOR DRCHO ROTO ;;12/01/2026;;N;6000823850;SI;P. PRINCIPES;L06
Barr. medianas aspiración SIN pértiga;1555;DELAFUENTEFJ;MOTOR;NO ARRANCA;1555.TN-NO DESPLAZA;;12/01/2026;;;6000823754;SI;P. PRINCIPES;L06
Brigadas Cabina Simple;403;GRANEROA;LUCES;INTERMITENTE;403-FARO DERECHO NO FUNCIONA TRASERO;;12/01/2026;;;6000823787;SI;P. PRINCIPES;L06
Motocarros;865;GRANEROA;MOTOR;NO ARRANCA;865-NO ARRANCA;;12/01/2026;;;6000823771;SI;P. PRINCIPES;L06
Vehículo Taller Príncipes;717;MERINOFJ;DIRECCIÓN;VOLANTE ;717(M)_ VOLANTE MAL ESTADO;;12/01/2026;;;6000823810;SI;P. PRINCIPES;L06
Barr. medianas aspiración SIN pértiga;1534;GRANEROA;MOTOR;LIMITADO DE VELOCIDAD;1534-LIMITADA AL ANDAR;;12/01/2026;;;6000823761;SI;P. PRINCIPES;L06
Barredoras pequeñas aspiración;1586;GRANEROA;MOTOR;NIVEL REFRIGERANTE;1586 TIRA LIQUIDO REFRIGERANTE;;12/01/2026;;;6000823827;SI;P. PRINCIPES;L06
Vehículo Taller Príncipes;717;MERINOFJ;CARROCERIA;GOLPE / ROTURA / SINIESTRO;717(M)_ TECHO HABITACULO MAL ESTADO;;12/01/2026;;;6000823843;SI;P. PRINCIPES;L06
Vehículo Taller Príncipes;717;MERINOFJ;CABINA;LIMPIAPARABRISAS;717(M)_ TAPON DEPOSITO LIMPIAS ROTO;;12/01/2026;;;6000823844;SI;P. PRINCIPES;L06
Vehículo Taller Príncipes;717;MERINOFJ;MOTOR;;717(M)_ BRIDAS TAPA FILTRO AIRE ROTAS;;12/01/2026;;;6000823845;SI;P. PRINCIPES;L06
Vehículo Taller Príncipes;717;MERINOFJ;FRENOS;PASTILLA / ZAPATA;717(M)_ DISCOS DELANT DESGASTE;;12/01/2026;;;6000823846;SI;P. PRINCIPES;L06
Vehículo Taller Príncipes;717;MERINOFJ;CABINA;ASIENTO;717(M)_ ASIENTO CONDUCTOR MAL ESTADO;;12/01/2026;;;6000823847;SI;P. PRINCIPES;L06
Vehículo Taller Príncipes;717;MERINOFJ;CARROCERIA;GOLPE / ROTURA / SINIESTRO;717(M)_ CHAPA LATERAL TRAS DCHO MALA;;12/01/2026;;;6000823848;SI;P. PRINCIPES;L06
Vehículo Taller Príncipes;717;MERINOFJ;CABINA;BOTONERA;717(M)_ MANDOS CALEFACCION NO FUNCIONAN;;12/01/2026;;;6000823849;SI;P. PRINCIPES;L06
Barredoras pequeñas aspiración;1588;GRANEROA;RUEDAS ;NEUMÁTICO PINCHADO / BAJO ;1588. PS.- RUEDA DEL.DRCHA. PINCHADA;;12/01/2026;;;6000823857;SI;P. SUR;L06
Barr. medianas aspiración SIN pértiga;561;CEBRIANJ;CABINA;ESPEJO / RETROVISOR;561-PP.ESPEJO BORDILLERO DERECHO ROTO;;12/01/2026;;;6000823850;SI;P. PRINCIPES;L06
Barredoras pequeñas aspiración;578;CEBRIANJ;MOTOR;NO ARRANCA;578-NO ARRANCA, SIN BATERIA;;12/01/2026;;;6000823902;SI;P. PRINCIPES;L06
Barr. medianas aspiración SIN pértiga;554;CEBRIANJ;RUEDAS ;NEUMÁTICO PINCHADO / BAJO ;RUEDA TRASERA DERECHA VACIA;;12/01/2026;;;6000823892;SI;P. PRINCIPES;L06
Barredoras pequeñas aspiración;599;DELGADOR;SISTEMA;BOCA ASPIRACIÓN;599-PP.GOMA BOCA ASPIRACION GASTADA;;12/01/2026;;;6000823777;SI;P. PRINCIPES;L06
Brigadas Cabina Simple;463;CEBRIANJ;FRENOS;PASTILLA / ZAPATA;EL VEHICULO FRENA MUY POCO;;12/01/2026;;;6000823894;SI;P. PRINCIPES;L06
Barredoras pequeñas aspiración;1586;DELGADOR;CARROCERIA;BASCULANTE;1586 NO BASCULA BIEN;;12/01/2026;;;6000823802;SI;P. PRINCIPES;L06
Vehículo Auxiliar Parques;1706;DELGADOR;MOTOR;BATERIA;1706 FALLO BATERIA;;12/01/2026;;;6000823828;SI;P. PRINCIPES;L02
Brigadas Cabina Simple;1411;3083300;CARROCERIA;GOLPE / ROTURA / SINIESTRO;1411-PP.ALETA IZQUIERDA DELANTERA;;12/01/2026;;;6000823770;SI;P. PRINCIPES;
Barr. medianas aspiración SIN pértiga;1534;3090635;CARROCERIA;GOLPE / ROTURA / SINIESTRO;1534-CASTADOR ROTO IZQ;;12/01/2026;;;6000823772;SI;P. PRINCIPES;L02
Brigadas Cabina Simple;1411;3083300;CARROCERIA;GOLPE / ROTURA / SINIESTRO;1411-PP.ALETA IZQUIERDA DELANTERA;;12/01/2026;;;6000823775;SI;P. PRINCIPES;
Brigadas Cabina Simple;403;3090635;FRENOS;TESTIGO FRENOS;403-LUZ FRENO DERECHO NO ILUMINA;;12/01/2026;;;6000823776;SI;P. PRINCIPES;
Motocarros eléctricos;929;3083300;CABINA;CERRADURA / LLAVE;929-PP.FALTA PESTILLO VENTANILLA DERECHA;;12/01/2026;;;6000823779;SI;P. PRINCIPES;
Brigadas Cabina Simple;463;3090868;FRENOS;PASTILLA / ZAPATA;463 SE ENCIENDE TESTIGO Y FRENA MUY POCO;;12/01/2026;;;6000823864;SI;P. PRINCIPES;
BRIGADAS;1410;;MOTOR;FALLO MOTOR;FALLO MOTOR;;12/01/2026;;N;;NO;P. PRINCIPES;
Barr. medianas aspiración SIN pértiga;1548;PALACIOSI;SISTEMA;TURBINA ASPIRACIÓN;PSP-1548 TURBINA ASP. NO TIENE POTENCIA;;12/01/2026;;M;6000823801;SI;P. SAN PABLO;
Barr. medianas aspiración SIN pértiga;1548;PALACIOSI;SISTEMA;CEPILLO;PSP-1548 CEPILLOS NO GIRAN;;12/01/2026;;M;6000823800;SI;P. SAN PABLO;
Motocarros;838;SANTOSE;MOTOR;NO ARRANCA;838P.E.NO ARRANCA;;12/01/2026;;M;6000823826;SI;P. ESTE;
Hidrolimpiadores;753;3004350;MOTOR;NIVELES VARIOS;753-P.E-REVISAR NIVELES;;12/01/2026;;M;6000823805;SI;P. ESTE;
Barredoras pequeñas aspiración;597;DELAFUENTEFJ;SISTEMA;TURBINA ASPIRACIÓN;597.TN-NO ASPIRA;;12/01/2026;;M;6000823747;SI;P. ESTE;
Barr. medianas aspiración CON pértiga;542;GOMEZJM;SISTEMA;CEPILLO;542.CEPILLOS CORTOS;;12/01/2026;;M;6000823909;SI;P. ESTE;
Barr. medianas aspiración CON pértiga;537;GRANEROA;MOTOR;BATERIA;537-TESTIGO BATERIA;;12/01/2026;;M;6000823773;SI;P. ESTE;
Barr. medianas aspiración CON pértiga;536;SANTOSE;SISTEMA;TAILGATE / PORTÓN;536-P.E PORTON NO CIERRA;;12/01/2026;;M;6000823811;SI;P. ESTE;
Barr. medianas aspiración CON pértiga;536;SANTOSE;HIDRAULICA;NIVEL HIDRÁULICO ;536-P.E FALTA HIDRAULICO;;12/01/2026;;M;6000823809;SI;P. ESTE;
Brigadas Cabina Doble;459;PALACIOSI;CABINA;ELEVALUNAS;459. FALTA MANIVELA CONDUCTOR;;12/01/2026;;M;6000823911;SI;P. ESTE;
Brigadas Cabina Doble;453;SANTOSE;MOTOR;NO ARRANCA;453P.E.NO ARRANCA;;12/01/2026;;M;6000823796;SI;P. ESTE;
Brigadas Cabina Simple;438;BANDERAJM;LUCES;CRUCE / LARGA;438. LUZ CRUCE DERECHA NO FUNCIONA;;12/01/2026;;M;6000823883;SI;P. ESTE;
Brigadas Cabina Simple;438;BANDERAJM;CABINA;CERRADURA / LLAVE;438. CAPÓ NO ABRE;;12/01/2026;;M;6000823884;SI;P. ESTE;
Brigadas Cabina Simple;406;SANTOSE;MOTOR;PERDIDA GASOIL;406P.E.P. DE GASOIL;;12/01/2026;;M;6000823790;SI;P. ESTE;
Motocarros eléctricos;1809;PALACIOSI;RUEDAS ;NEUMÁTICO PINCHADO / BAJO ;1809-P.E RUEDA PINCHADA;;12/01/2026;;M;6000823835;SI;P. ESTE;
Baldeadoras alta presión;1642;3090805;MOTOR;TESTIGO FALLO MOTOR;1642-P.E TESTIGO FALLO MOTOR ENCENDIDO;;12/01/2026;;M;6000823806;SI;P. ESTE;
Baldeadoras alta presión;1642;3090805;SISTEMA;BOMBA AGUA BALDEO;1642-P.E BOMBA PRESION;;12/01/2026;;M;6000823825;SI;P. ESTE;
Barredoras pequeñas aspiración;1592;BANDERAJM;SISTEMA;TURBINA ASPIRACIÓN;1592`P.E TOMA DE FUERZA;;12/01/2026;;M;6000823815;SI;P. ESTE;
Barredoras pequeñas aspiración;1592;SANTOSE;SISTEMA;BOCA ASPIRACIÓN;1592-P.E GOLPE EN BOCA ASPIRACION;;12/01/2026;;M;6000823814;SI;P. ESTE;
Barredoras pequeñas aspiración;1589;DELAFUENTEFJ;MOTOR;NO ARRANCA;1589.TN-NO ARRANCA;;12/01/2026;;M;6000823758;SI;P. ESTE;
Barr. medianas aspiración SIN pértiga;1567;PALACIOSI;CABINA;ESPEJO / RETROVISOR;1567. RETROVISORES DERECHOS ROTOS;;12/01/2026;;M;6000823889;SI;P. ESTE;
Barr. medianas aspiración SIN pértiga;1566;BANDERAJM;SISTEMA;NO DESCARGA / NO BASCULA;1566. BASCULANTE NO FUNCIONA;;12/01/2026;;M;6000823929;SI;P. ESTE;
Barr. medianas aspiración SIN pértiga;1561;SANTOSE;RUEDAS ;NEUMÁTICO PINCHADO / BAJO ;1561-P.E RUEDA DELT IZQ PINCHADA;;12/01/2026;;M;6000823813;SI;P. ESTE;
Barr. medianas aspiración SIN pértiga;1555;GRANEROA;MOTOR;TESTIGO EN CUADRO;1555-PP.LUZ FALLO MOTOR EN EL CUADRO;;12/01/2026;;M;6000823778;SI;P. ESTE;
Barr. medianas aspiración SIN pértiga;1548;PALACIOSI;HIDRAULICA;PERDIDA DE HIDRÁULICO;1548. PÉRDIDA HIDRAÚLICO;;12/01/2026;;M;6000823907;SI;P. ESTE;
Barr. medianas aspiración SIN pértiga;1546;PALACIOSI;MOTOR;TESTIGO EN CUADRO;1546. TESTIGO BATERIA EN ROJO;;12/01/2026;;M;6000823865;SI;P. ESTE;
Barr. medianas aspiración SIN pértiga;1546;PALACIOSI;SISTEMA;CEPILLO;1546. CEPILLO IZQUIERDO GASTADO;;12/01/2026;;M;6000823912;SI;P. ESTE;
Barr. medianas aspiración SIN pértiga;1531;DELAFUENTEFJ;SISTEMA;CEPILLO;1531.TN-CEPILLO CORTO;;12/01/2026;;M;6000823752;SI;P. ESTE;
Barredoras medianas arrastre;1521;SANTOSE;CARROCERIA;GOLPE / ROTURA / SINIESTRO;1521P.E.GOLPE EN REJILLA SUPERIOR;;12/01/2026;;M;6000823803;SI;P. ESTE;
Barredoras medianas arrastre;1521;PALACIOSI;SISTEMA;BOCA ASPIRACIÓN;1521. PATÍN DERECHO DOBLADO;;12/01/2026;;M;6000823915;SI;P. ESTE;
Brigadas Cabina Simple;1426;PALACIOSI;LUCES;GALIBO;1426-P.E LUCES TRASERA GALIBO FUNDIDAS;;12/01/2026;;M;6000823812;SI;P. ESTE;
Brigadas Cabina Simple;1421;3090805;MOTOR;TESTIGO EN CUADRO;1421-P.E TESTIGO EN CUADRO;;12/01/2026;;M;6000823808;SI;P. ESTE;
Brigadas Cabina Simple;1420;3090805;LUCES;FARO;1420-P.E FARO DE TRABAJO FUNDIDO;;12/01/2026;;M;6000823804;SI;P. ESTE;
Brigadas Cabina Simple;1400;PALACIOSI;CARROCERIA;GOLPE / ROTURA / SINIESTRO;1400. PARAGOLPES TRASERO SUELTO;;12/01/2026;;M;6000823885;SI;P. ESTE;
Turismos Supervisión Capataces;1037;BANDERAJM;CARROCERIA;NO CIERRA PORTÓN;1037. PORTALÓN TRASERO NO CIERRA;;12/01/2026;;M;6000823906;SI;P. ESTE;
Turismos Supervisión Capataces;1009;BANDERAJM;LUCES;CRUCE / LARGA;1009. LUZ CRUCE IZQUIERDA NO FUNCIONA;;12/01/2026;;M;6000823923;SI;P. ESTE;
Brigadas Cabina Simple;404;BANDERAJM;MOTOR;TESTIGO FALLO MOTOR;0404. TESTIGOS LUZ DE MOTOR ...;;12/01/2026;;M;6000823789;SI;P. ESTE;
Brigadas cabina simple;1406;;CABINA;Asientos;1406-PN-TAPICERÍA ASIENTO ROTA;;12/01/2026;;M;6000823817;SI;P. NORTE;
Baldeadoras Alta Presión;1645;;MOTOR;Motor (general);1645-PN-SE DESPLAZA MUY LENTA;;12/01/2026;;M;6000823792;SI;P. NORTE;
Baldeadoras Alta Presión;1651;;CABINA;Cerradura/Correa;1651-PN-CARCASA PUERTA DRCH SUELTO;;12/01/2026;;M;6000823819;SI;P. NORTE;
Hidrolimpiadores;1714;;LUCES;Gálibo;1714-PN-GÁLIBO TRASERO NO FUNCIONA;;12/01/2026;;M;6000823782;SI;P. NORTE;
Hidrolimpiadores;1715;;CABINA;Espejos;1715-PN-ESPEJO DELANTERO DRCH ROTO;;12/01/2026;;M;6000823784;SI;P. NORTE;
Motocarros eléctricos;1817;;MOTOR;Eléctrica;1817-PN-CONECTOR DE CARGA DE BATERÍA DEL;;12/01/2026;;M;6000823786;SI;P. NORTE;
Brigadas cabina simple;465;;CABINA;Accesorio;465-PN-PARASOL DRCH ROTO;;12/01/2026;;M;6000823816;SI;P. NORTE;
Barr. medianas aspiración SIN pértiga;556;;SISTEMA;Cepillos;556-PN-CEPILLOS CORTOS;;12/01/2026;;M;6000823766;SI;P. NORTE;
;1710;AURI;MOTOR;BATERIA;SIN BATERIA EN EL EQUIPO (0%);;11/01/2026;;M;6000823633;SI;P. TORNEO;
;550;HIRALDO;SISTEMA;CEPILLO;CEPILLOS GASTADOS;;11/01/2026;;M;6000823634;SI;P. TORNEO;
;1828;ANA;CABINA;CERRADURA / LLAVE;CIERRE DE PUERTA DERECHA FALLA;;11/01/2026;;M;6000823638;SI;P. TORNEO;
;549;LORCA;SISTEMA;FILTRO CAJA SUCIO;FILTRO SUCIO;;11/01/2026;;M;6000823660;SI;P. TORNEO;
;549;LORCA;SISTEMA;CARRETE / PERTIGA / PISTOLA;PISTOLA SIN PRESION;;11/01/2026;;M;6000823677;SI;P. TORNEO;
;549;LORCA;SISTEMA;CARRETE / PERTIGA / PISTOLA;FUGA DE AGUA;;11/01/2026;;M;6000823678;SI;P. TORNEO;
;749;LAURA;SISTEMA;CARRETE / PERTIGA / PISTOLA;GOMA DE CARRETE ROTA;;11/01/2026;;M;6000823679;SI;P. TORNEO;
;546;J.E. MECANICO;SISTEMA;CEPILLO;CEPILLO CORTO;;11/01/2026;;N;6000823600;SI;P. TORNEO;
;547;J.E. MECANICO;CABINA;PUERTA;TOPE PUERTA ROTO;;11/01/2026;;N;6000823601;SI;P. TORNEO;
;571;J.E. MECANICO;SISTEMA;CEPILLO;CEPILLO CORTO;;11/01/2026;;N;6000823606;SI;P. TORNEO;
;604;J.E. MECANICO;MOTOR;FALLO MOTOR;TESTIGO EN CUADRO;;11/01/2026;;N;6000823607;SI;P. TORNEO;
;604;J.E. MECANICO;SISTEMA;MOTOR AUXILIAR;MOTOR AUXILIAR NO ACELERA;;11/01/2026;;N;6000823608;SI;P. TORNEO;
;1005;J.E. MECANICO;LUCES;FALLO VARIAS LUCES;FALLO LUCES;;11/01/2026;;N;6000823610;SI;P. TORNEO;
;1645;J.E. MECANICO;MOTOR;BATERIA;NO ARRANCA;;11/01/2026;;N;6000823615;SI;P. TORNEO;
;467;GUERRA ;LUCES;PILOTO;PILOTO TRASERO RAJADO ;;11/01/2026;;M;;NO;P. PRINCIPES;
Barr. medianas aspiración SIN pértiga;557;DELAFUENTEFJ;LUCES;FOCO TRABAJO ;557.TN-FOCO BOCA DE ASP. NO ENCIENDE;;11/01/2026;;;6000823605;SI;P. PRINCIPES;
Barr. medianas aspiración SIN pértiga;557;DELAFUENTEFJ;SISTEMA;HUMECTACIÓN;557.TN-FALLO HUMECTACION;;11/01/2026;;;6000823603;SI;P. PRINCIPES;
Barr. medianas aspiración SIN pértiga;561;GRANEROA;CABINA;ESPEJO / RETROVISOR;561 ESPEJO BORDILLREO ROTO POR GOLPE;;11/01/2026;;;6000823652;SI;P. PRINCIPES;
Barr. medianas aspiración SIN pértiga;1555;GRANEROA;RUEDAS ;NEUMÁTICO PINCHADO / BAJO ;1555 PP.- RUEDA TRAS. IZQDA. EXT.;;11/01/2026;;;6000823653;SI;P. PRINCIPES;
Barr. medianas aspiración SIN pértiga;1552;GRANEROA;MOTOR;FALLO MOTOR;1552-FALLO MOTOR;;11/01/2026;;;6000823637;SI;P. PRINCIPES;
Baldeadoras alta presión;1649;GRANEROA;MOTOR;TESTIGO FALLO MOTOR;1647. PS.- TESTIGO EN CUADRO;;11/01/2026;;;6000823674;SI;P. SUR;
Vehículo Auxiliar Parques;1706;GRANEROA;MOTOR;NO ARRANCA;1706-NO ARRANCA;;11/01/2026;;;6000823639;SI;P. PRINCIPES;
Motocarros;828;GRANEROA;SISTEMA;NO DESCARGA / NO BASCULA;828-NO BASCULA;;11/01/2026;;;6000823632;SI;P. PRINCIPES;
Motocarros;828;GRANEROA;CABINA;LUNA / CRISTAL;828-CRISTAL DRCHO NO CIERRA;;11/01/2026;;;6000823628;SI;P. PRINCIPES;
Motocarros;828;GRANEROA;TRANSMISIÓN;EMBRAGUE;828-EMBRAGE ROTO;;11/01/2026;;;6000823656;SI;P. PRINCIPES;
Motocarros;822;DIAZJE;FRENOS;PASTILLA / ZAPATA;822 PASTILLAS DE FRENO GASTADAS;;11/01/2026;;;6000823689;SI;P. PRINCIPES;
Motocarros;822;DIAZJE;FRENOS;PASTILLA / ZAPATA;822 PASTILLAS DE FRENO GASTADAS;;11/01/2026;;;6000823691;SI;P. PRINCIPES;
Brigadas Cabina Doble;448;DIAZJE;LUCES;INTERMITENTE;448-LOS INTERMITENTES NO SE APAGAN;;11/01/2026;;;6000823629;SI;P. PRINCIPES;
